"Date_InitialTag","Transect","TransectNum","NewTagNum","Species","Date_DocumentedDisease","Date_DocumentedMortality","immune_y/n","check_condition_initials","Date","Condition","Percentage","check_condition_notes"
"12/5/22","SR30N",2,"32","PSTR","Healthy","Healthy","n","x","122024","Healthy",NA,NA
"12/5/22","SR30N",2,"32","PSTR","Healthy","Healthy","n","x","062025","Healthy",NA,NA
"6/25/19","SR30N",2,"47","PAST","Healthy","Healthy","n","help (is this supposed to be pstr 47? Or is this one of the mystery corals? Or did it die?)","062019","Healthy",NA,NA
"6/25/19","SR30N",2,"47","PAST","Healthy","Healthy","n","help (is this supposed to be pstr 47? Or is this one of the mystery corals? Or did it die?)","052022","Not_Visited",NA,NA
"6/25/19","SR30N",2,"47","PAST","Healthy","Healthy","n","help (is this supposed to be pstr 47? Or is this one of the mystery corals? Or did it die?)","122022","Not_Visited",NA,NA
"6/25/19","SR30N",2,"47","PAST","Healthy","Healthy","n","help (is this supposed to be pstr 47? Or is this one of the mystery corals? Or did it die?)","092023","Not_Visited",NA,NA
"6/25/19","SR30N",2,"47","PAST","Healthy","Healthy","n","help (is this supposed to be pstr 47? Or is this one of the mystery corals? Or did it die?)","112023","Not_Visited",NA,NA
"6/25/19","SR30N",2,"47","PAST","Healthy","Healthy","n","help (is this supposed to be pstr 47? Or is this one of the mystery corals? Or did it die?)","122023","Not_Visited",NA,NA
"6/25/19","SR30N",2,"47","PAST","Healthy","Healthy","n","help (is this supposed to be pstr 47? Or is this one of the mystery corals? Or did it die?)","012024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"47","PAST","Healthy","Healthy","n","help (is this supposed to be pstr 47? Or is this one of the mystery corals? Or did it die?)","022024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"47","PAST","Healthy","Healthy","n","help (is this supposed to be pstr 47? Or is this one of the mystery corals? Or did it die?)","042024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"47","PAST","Healthy","Healthy","n","help (is this supposed to be pstr 47? Or is this one of the mystery corals? Or did it die?)","062024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"47","PAST","Healthy","Healthy","n","help (is this supposed to be pstr 47? Or is this one of the mystery corals? Or did it die?)","082024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"47","PAST","Healthy","Healthy","n","help (is this supposed to be pstr 47? Or is this one of the mystery corals? Or did it die?)","122024","Not_visited",NA,NA
"6/25/19","SR30N",2,"47","PAST","Healthy","Healthy","n","help (is this supposed to be pstr 47? Or is this one of the mystery corals? Or did it die?)","062025","Healthy",NA,NA
"6/25/19","SR30N",2,"51","SSID","5/22/22","12/1/22","n","help (no old photos, what to call 062024 condition)","062019","Healthy",NA,NA
"6/25/19","SR30N",2,"51","SSID","5/22/22","12/1/22","n","help (no old photos, what to call 062024 condition)","052022","Diseased",NA,NA
"6/25/19","SR30N",2,"51","SSID","5/22/22","12/1/22","n","help (no old photos, what to call 062024 condition)","122022","Dead",NA,NA
"6/25/19","SR30N",2,"51","SSID","5/22/22","12/1/22","n","help (no old photos, what to call 062024 condition)","092023","Not_Visited",NA,NA
"6/25/19","SR30N",2,"51","SSID","5/22/22","12/1/22","n","help (no old photos, what to call 062024 condition)","112023","Not_Visited",NA,NA
"6/25/19","SR30N",2,"51","SSID","5/22/22","12/1/22","n","help (no old photos, what to call 062024 condition)","122023","Not_Visited",NA,NA
"6/25/19","SR30N",2,"51","SSID","5/22/22","12/1/22","n","help (no old photos, what to call 062024 condition)","012024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"51","SSID","5/22/22","12/1/22","n","help (no old photos, what to call 062024 condition)","022024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"51","SSID","5/22/22","12/1/22","n","help (no old photos, what to call 062024 condition)","042024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"51","SSID","5/22/22","12/1/22","n","help (no old photos, what to call 062024 condition)","062024","Healthy",NA,NA
"6/25/19","SR30N",2,"51","SSID","5/22/22","12/1/22","n","help (no old photos, what to call 062024 condition)","082024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"51","SSID","5/22/22","12/1/22","n","help (no old photos, what to call 062024 condition)","122024","Not_visited",NA,NA
"6/25/19","SR30N",2,"51","SSID","5/22/22","12/1/22","n","help (no old photos, what to call 062024 condition)","062025",NA,NA,NA
"6/25/19","SR30N",2,"52","SSID","5/22/22","Diseased","n","x","062019","Healthy",NA,NA
"6/25/19","SR30N",2,"52","SSID","5/22/22","Diseased","n","x","052022","Diseased",NA,NA
"6/25/19","SR30N",2,"52","SSID","5/22/22","Diseased","n","x","122022","Diseased",NA,NA
"6/25/19","SR30N",2,"52","SSID","5/22/22","Diseased","n","x","092023","Diseased",NA,NA
"6/25/19","SR30N",2,"52","SSID","5/22/22","Diseased","n","x","112023","Not_Visited",NA,NA
"6/25/19","SR30N",2,"52","SSID","5/22/22","Diseased","n","x","122023","Not_Visited",NA,NA
"6/25/19","SR30N",2,"52","SSID","5/22/22","Diseased","n","x","012024","Diseased",NA,NA
"6/25/19","SR30N",2,"52","SSID","5/22/22","Diseased","n","x","022024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"52","SSID","5/22/22","Diseased","n","x","042024","Diseased",NA,NA
"6/25/19","SR30N",2,"52","SSID","5/22/22","Diseased","n","x","062024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"52","SSID","5/22/22","Diseased","n","x","082024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"52","SSID","5/22/22","Diseased","n","x","122024","CLB,DC","60%, 10%",NA
"6/25/19","SR30N",2,"52","SSID","5/22/22","Diseased","n","x","062025","Diseased",NA,NA
"6/22/19","SR30N",2,"53","MCAV","Healthy","Healthy","n","x","062019","Healthy",NA,NA
"6/22/19","SR30N",2,"53","MCAV","Healthy","Healthy","n","x","052022","Healthy",NA,NA
"6/22/19","SR30N",2,"53","MCAV","Healthy","Healthy","n","x","122022","Healthy",NA,NA
"6/22/19","SR30N",2,"53","MCAV","Healthy","Healthy","n","x","092023","Healthy",NA,NA
"6/22/19","SR30N",2,"53","MCAV","Healthy","Healthy","n","x","112023","Not_Visited",NA,NA
"6/22/19","SR30N",2,"53","MCAV","Healthy","Healthy","n","x","122023","Not_Visited",NA,NA
"6/22/19","SR30N",2,"53","MCAV","Healthy","Healthy","n","x","012024","Not_Visited",NA,NA
"6/22/19","SR30N",2,"53","MCAV","Healthy","Healthy","n","x","022024","Not_Visited",NA,NA
"6/22/19","SR30N",2,"53","MCAV","Healthy","Healthy","n","x","042024","Healthy",NA,NA
"6/22/19","SR30N",2,"53","MCAV","Healthy","Healthy","n","x","062024","Not_Visited",NA,NA
"6/22/19","SR30N",2,"53","MCAV","Healthy","Healthy","n","x","082024","Not_Visited",NA,NA
"6/22/19","SR30N",2,"53","MCAV","Healthy","Healthy","n","x","122024","Healthy",NA,NA
"6/22/19","SR30N",2,"53","MCAV","Healthy","Healthy","n","x","062025","Healthy",NA,NA
"10/13/19","SR30N",2,"54","PSTR","Healthy","Healthy","n","x","062019","Healthy",NA,NA
"10/13/19","SR30N",2,"54","PSTR","Healthy","Healthy","n","x","052022","Healthy",NA,NA
"10/13/19","SR30N",2,"54","PSTR","Healthy","Healthy","n","x","122022","Healthy",NA,NA
"10/13/19","SR30N",2,"54","PSTR","Healthy","Healthy","n","x","092023","Diseased, CLP",",10%",NA
"10/13/19","SR30N",2,"54","PSTR","Healthy","Healthy","n","x","112023","Not_Visited",NA,NA
"10/13/19","SR30N",2,"54","PSTR","Healthy","Healthy","n","x","122023","Not_Visited",NA,NA
"10/13/19","SR30N",2,"54","PSTR","Healthy","Healthy","n","x","012024","CLP","50%",NA
"10/13/19","SR30N",2,"54","PSTR","Healthy","Healthy","n","x","022024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"54","PSTR","Healthy","Healthy","n","x","042024","Diseased_Other",NA,NA
"10/13/19","SR30N",2,"54","PSTR","Healthy","Healthy","n","x","062024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"54","PSTR","Healthy","Healthy","n","x","082024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"54","PSTR","Healthy","Healthy","n","x","122024","CLP","20%",NA
"10/13/19","SR30N",2,"54","PSTR","Healthy","Healthy","n","x","062025","Healthy",NA,NA
"6/25/19","SR30N",2,"55","MCAV","Healthy","Healthy","y","x","062019","Healthy",NA,NA
"6/25/19","SR30N",2,"55","MCAV","Healthy","Healthy","y","x","052022","Healthy",NA,NA
"6/25/19","SR30N",2,"55","MCAV","Healthy","Healthy","y","x","122022","Healthy",NA,NA
"6/25/19","SR30N",2,"55","MCAV","Healthy","Healthy","y","x","092023","CLP","5%",NA
"6/25/19","SR30N",2,"55","MCAV","Healthy","Healthy","y","x","112023","CLP","100%",NA
"6/25/19","SR30N",2,"55","MCAV","Healthy","Healthy","y","x","122023","CLP,CLB","10%,50%",NA
"6/25/19","SR30N",2,"55","MCAV","Healthy","Healthy","y","x","012024","CLP","30%",NA
"6/25/19","SR30N",2,"55","MCAV","Healthy","Healthy","y","x","022024","Healthy",NA,NA
"6/25/19","SR30N",2,"55","MCAV","Healthy","Healthy","y","x","042024","Healthy",NA,NA
"6/25/19","SR30N",2,"55","MCAV","Healthy","Healthy","y","x","062024","Healthy",NA,NA
"6/25/19","SR30N",2,"55","MCAV","Healthy","Healthy","y","x","082024","Healthy",NA,NA
"6/25/19","SR30N",2,"55","MCAV","Healthy","Healthy","y","x","122024","CLP","5%",NA
"6/25/19","SR30N",2,"55","MCAV","Healthy","Healthy","y","x","062025","Healthy",NA,NA
"6/25/19","SR30N",2,"56","PAST","5/22/22","4/26/24","n","x","062019","Healthy",NA,NA
"6/25/19","SR30N",2,"56","PAST","5/22/22","4/26/24","n","x","052022","Diseased",NA,NA
"6/25/19","SR30N",2,"56","PAST","5/22/22","4/26/24","n","x","122022","Healthy",NA,NA
"6/25/19","SR30N",2,"56","PAST","5/22/22","4/26/24","n","x","092023","Healthy",NA,NA
"6/25/19","SR30N",2,"56","PAST","5/22/22","4/26/24","n","x","112023","Not_Visited",NA,NA
"6/25/19","SR30N",2,"56","PAST","5/22/22","4/26/24","n","x","122023","Not_Visited",NA,NA
"6/25/19","SR30N",2,"56","PAST","5/22/22","4/26/24","n","x","012024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"56","PAST","5/22/22","4/26/24","n","x","022024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"56","PAST","5/22/22","4/26/24","n","x","042024","Dead",NA,NA
"6/25/19","SR30N",2,"56","PAST","5/22/22","4/26/24","n","x","062024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"56","PAST","5/22/22","4/26/24","n","x","082024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"56","PAST","5/22/22","4/26/24","n","x","122024","Not_visited",NA,NA
"6/25/19","SR30N",2,"56","PAST","5/22/22","4/26/24","n","x","062025",NA,NA,NA
"6/25/19","SR30N",2,"56","MCAV","Unknown","5/22/22","n","x","062019","Healthy",NA,NA
"6/25/19","SR30N",2,"56","MCAV","Unknown","5/22/22","n","x","052022","Dead",NA,NA
"6/25/19","SR30N",2,"56","MCAV","Unknown","5/22/22","n","x","122022","Not_Visited",NA,NA
"6/25/19","SR30N",2,"56","MCAV","Unknown","5/22/22","n","x","092023","Not_Visited",NA,NA
"6/25/19","SR30N",2,"56","MCAV","Unknown","5/22/22","n","x","112023","Not_Visited",NA,NA
"6/25/19","SR30N",2,"56","MCAV","Unknown","5/22/22","n","x","122023","Not_Visited",NA,NA
"6/25/19","SR30N",2,"56","MCAV","Unknown","5/22/22","n","x","012024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"56","MCAV","Unknown","5/22/22","n","x","022024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"56","MCAV","Unknown","5/22/22","n","x","042024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"56","MCAV","Unknown","5/22/22","n","x","062024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"56","MCAV","Unknown","5/22/22","n","x","082024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"56","MCAV","Unknown","5/22/22","n","x","122024","Not_visited",NA,NA
"6/25/19","SR30N",2,"56","MCAV","Unknown","5/22/22","n","x","062025",NA,NA,NA
"6/25/19","SR30N",2,"57","PAST","Healthy","Healthy","y","x","062019","Healthy",NA,NA
"6/25/19","SR30N",2,"57","PAST","Healthy","Healthy","y","x","052022","Healthy",NA,NA
"6/25/19","SR30N",2,"57","PAST","Healthy","Healthy","y","x","122022","Healthy",NA,NA
"6/25/19","SR30N",2,"57","PAST","Healthy","Healthy","y","x","092023","Healthy",NA,NA
"6/25/19","SR30N",2,"57","PAST","Healthy","Healthy","y","x","112023","CLP,CLB","30%,70%",NA
"6/25/19","SR30N",2,"57","PAST","Healthy","Healthy","y","x","122023","CLP,CLB","5%,5%",NA
"6/25/19","SR30N",2,"57","PAST","Healthy","Healthy","y","x","012024","Healthy",NA,NA
"6/25/19","SR30N",2,"57","PAST","Healthy","Healthy","y","x","022024","Healthy",NA,NA
"6/25/19","SR30N",2,"57","PAST","Healthy","Healthy","y","x","042024","Healthy",NA,NA
"6/25/19","SR30N",2,"57","PAST","Healthy","Healthy","y","x","062024","Healthy",NA,NA
"6/25/19","SR30N",2,"57","PAST","Healthy","Healthy","y","x","082024","Healthy",NA,NA
"6/25/19","SR30N",2,"57","PAST","Healthy","Healthy","y","x","122024","Healthy",NA,NA
"6/25/19","SR30N",2,"57","PAST","Healthy","Healthy","y","x","062025","Healthy",NA,NA
"10/13/19","SR30N",2,"58","PSTR",NA,"12/2/22","n","x","062019","Healthy",NA,NA
"10/13/19","SR30N",2,"58","PSTR",NA,"12/2/22","n","x","052022","Healthy",NA,NA
"10/13/19","SR30N",2,"58","PSTR",NA,"12/2/22","n","x","122022","Dead",NA,NA
"10/13/19","SR30N",2,"58","PSTR",NA,"12/2/22","n","x","092023","Not_Visited",NA,NA
"10/13/19","SR30N",2,"58","PSTR",NA,"12/2/22","n","x","112023","Not_Visited",NA,NA
"10/13/19","SR30N",2,"58","PSTR",NA,"12/2/22","n","x","122023","Not_Visited",NA,NA
"10/13/19","SR30N",2,"58","PSTR",NA,"12/2/22","n","x","012024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"58","PSTR",NA,"12/2/22","n","x","022024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"58","PSTR",NA,"12/2/22","n","x","042024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"58","PSTR",NA,"12/2/22","n","x","062024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"58","PSTR",NA,"12/2/22","n","x","082024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"58","PSTR",NA,"12/2/22","n","x","122024","Not_visited",NA,NA
"10/13/19","SR30N",2,"58","PSTR",NA,"12/2/22","n","x","062025",NA,NA,NA
"6/21/19","SR30N",2,"59","MCAV","5/22/22","Diseased","n","x","062019","Healthy",NA,NA
"6/21/19","SR30N",2,"59","MCAV","5/22/22","Diseased","n","x","052022","Diseased",NA,NA
"6/21/19","SR30N",2,"59","MCAV","5/22/22","Diseased","n","x","122022","Healthy",NA,NA
"6/21/19","SR30N",2,"59","MCAV","5/22/22","Diseased","n","x","092023","CLP","80%",NA
"6/21/19","SR30N",2,"59","MCAV","5/22/22","Diseased","n","x","112023","Not_Visited",NA,NA
"6/21/19","SR30N",2,"59","MCAV","5/22/22","Diseased","n","x","122023","Not_Visited",NA,NA
"6/21/19","SR30N",2,"59","MCAV","5/22/22","Diseased","n","x","012024","Healthy",NA,NA
"6/21/19","SR30N",2,"59","MCAV","5/22/22","Diseased","n","x","022024","Not_Visited",NA,NA
"6/21/19","SR30N",2,"59","MCAV","5/22/22","Diseased","n","x","042024","Healthy",NA,NA
"6/21/19","SR30N",2,"59","MCAV","5/22/22","Diseased","n","x","062024","Not_Visited",NA,NA
"6/21/19","SR30N",2,"59","MCAV","5/22/22","Diseased","n","x","082024","Not_Visited",NA,NA
"6/21/19","SR30N",2,"59","MCAV","5/22/22","Diseased","n","x","122024","CLP","5%",NA
"6/21/19","SR30N",2,"59","MCAV","5/22/22","Diseased","n","x","062025","Healthy",NA,NA
"6/22/19","SR30N",2,"60","MCAV","Healthy","Healthy","y","x","062019","Healthy",NA,NA
"6/22/19","SR30N",2,"60","MCAV","Healthy","Healthy","y","x","052022","Healthy",NA,NA
"6/22/19","SR30N",2,"60","MCAV","Healthy","Healthy","y","x","122022","Healthy",NA,NA
"6/22/19","SR30N",2,"60","MCAV","Healthy","Healthy","y","x","092023","CLP,CLB","10%,20%",NA
"6/22/19","SR30N",2,"60","MCAV","Healthy","Healthy","y","x","112023","CLP","100%",NA
"6/22/19","SR30N",2,"60","MCAV","Healthy","Healthy","y","x","122023","CLB","30%",NA
"6/22/19","SR30N",2,"60","MCAV","Healthy","Healthy","y","x","012024","Healthy",NA,NA
"6/22/19","SR30N",2,"60","MCAV","Healthy","Healthy","y","x","022024","Healthy",NA,NA
"6/22/19","SR30N",2,"60","MCAV","Healthy","Healthy","y","x","042024","Healthy",NA,NA
"6/22/19","SR30N",2,"60","MCAV","Healthy","Healthy","y","x","062024","Healthy",NA,NA
"6/22/19","SR30N",2,"60","MCAV","Healthy","Healthy","y","x","082024","Healthy",NA,NA
"6/22/19","SR30N",2,"60","MCAV","Healthy","Healthy","y","x","122024","Healthy",NA,NA
"6/22/19","SR30N",2,"60","MCAV","Healthy","Healthy","y","x","062025","Healthy",NA,NA
"6/22/19","SR30N",2,"61","MCAV",NA,"12/4/22","n","x","062019","Healthy",NA,NA
"6/22/19","SR30N",2,"61","MCAV",NA,"12/4/22","n","x","052022","Healthy",NA,NA
"6/22/19","SR30N",2,"61","MCAV",NA,"12/4/22","n","x","122022","Dead",NA,NA
"6/22/19","SR30N",2,"61","MCAV",NA,"12/4/22","n","x","092023","Not_Visited",NA,NA
"6/22/19","SR30N",2,"61","MCAV",NA,"12/4/22","n","x","112023","Not_Visited",NA,NA
"6/22/19","SR30N",2,"61","MCAV",NA,"12/4/22","n","x","122023","Not_Visited",NA,NA
"6/22/19","SR30N",2,"61","MCAV",NA,"12/4/22","n","x","012024","Not_Visited",NA,NA
"6/22/19","SR30N",2,"61","MCAV",NA,"12/4/22","n","x","022024","Not_Visited",NA,NA
"6/22/19","SR30N",2,"61","MCAV",NA,"12/4/22","n","x","042024","Not_Visited",NA,NA
"6/22/19","SR30N",2,"61","MCAV",NA,"12/4/22","n","x","062024","Not_Visited",NA,NA
"6/22/19","SR30N",2,"61","MCAV",NA,"12/4/22","n","x","082024","Not_Visited",NA,NA
"6/22/19","SR30N",2,"61","MCAV",NA,"12/4/22","n","x","122024","Not_visited",NA,NA
"6/22/19","SR30N",2,"61","MCAV",NA,"12/4/22","n","x","062025",NA,NA,NA
"10/13/19","SR30N",2,"62","PSTR",NA,"12/4/22","n","x","062019","Healthy",NA,NA
"10/13/19","SR30N",2,"62","PSTR",NA,"12/4/22","n","x","052022","Healthy",NA,NA
"10/13/19","SR30N",2,"62","PSTR",NA,"12/4/22","n","x","122022","Dead",NA,NA
"10/13/19","SR30N",2,"62","PSTR",NA,"12/4/22","n","x","092023","Not_Visited",NA,NA
"10/13/19","SR30N",2,"62","PSTR",NA,"12/4/22","n","x","112023","Not_Visited",NA,NA
"10/13/19","SR30N",2,"62","PSTR",NA,"12/4/22","n","x","122023","Not_Visited",NA,NA
"10/13/19","SR30N",2,"62","PSTR",NA,"12/4/22","n","x","012024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"62","PSTR",NA,"12/4/22","n","x","022024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"62","PSTR",NA,"12/4/22","n","x","042024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"62","PSTR",NA,"12/4/22","n","x","062024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"62","PSTR",NA,"12/4/22","n","x","082024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"62","PSTR",NA,"12/4/22","n","x","122024","Not_visited",NA,NA
"10/13/19","SR30N",2,"62","PSTR",NA,"12/4/22","n","x","062025",NA,NA,NA
"6/25/19","SR30N",2,"63","PAST","Healthy","Healthy","y","x","062019","Healthy",NA,NA
"6/25/19","SR30N",2,"63","PAST","Healthy","Healthy","y","x","052022","Healthy",NA,NA
"6/25/19","SR30N",2,"63","PAST","Healthy","Healthy","y","x","122022","Healthy",NA,NA
"6/25/19","SR30N",2,"63","PAST","Healthy","Healthy","y","x","092023","Healthy",NA,NA
"6/25/19","SR30N",2,"63","PAST","Healthy","Healthy","y","x","112023","CLP,CLB","5%,95%",NA
"6/25/19","SR30N",2,"63","PAST","Healthy","Healthy","y","x","122023","CLP,CLB","10%,5%",NA
"6/25/19","SR30N",2,"63","PAST","Healthy","Healthy","y","x","012024","Healthy",NA,NA
"6/25/19","SR30N",2,"63","PAST","Healthy","Healthy","y","x","022024","Healthy",NA,NA
"6/25/19","SR30N",2,"63","PAST","Healthy","Healthy","y","x","042024","Healthy",NA,NA
"6/25/19","SR30N",2,"63","PAST","Healthy","Healthy","y","x","062024","Healthy",NA,NA
"6/25/19","SR30N",2,"63","PAST","Healthy","Healthy","y","x","082024","Healthy",NA,NA
"6/25/19","SR30N",2,"63","PAST","Healthy","Healthy","y","x","122024","Healthy",NA,NA
"6/25/19","SR30N",2,"63","PAST","Healthy","Healthy","y","x","062025","Healthy",NA,NA
"6/21/19","SR30N",2,"64","CNAT","Healthy","1/11/24","n","x","062019","Healthy",NA,NA
"6/21/19","SR30N",2,"64","CNAT","Healthy","1/11/24","n","x","052022","Healthy",NA,NA
"6/21/19","SR30N",2,"64","CNAT","Healthy","1/11/24","n","x","122022","Healthy",NA,NA
"6/21/19","SR30N",2,"64","CNAT","Healthy","1/11/24","n","x","092023","CLP","100%",NA
"6/21/19","SR30N",2,"64","CNAT","Healthy","1/11/24","n","x","112023","Not_Visited",NA,NA
"6/21/19","SR30N",2,"64","CNAT","Healthy","1/11/24","n","x","122023","Not_Visited",NA,NA
"6/21/19","SR30N",2,"64","CNAT","Healthy","1/11/24","n","x","012024","Dead",NA,NA
"6/21/19","SR30N",2,"64","CNAT","Healthy","1/11/24","n","x","022024","Not_Visited",NA,NA
"6/21/19","SR30N",2,"64","CNAT","Healthy","1/11/24","n","x","042024","Not_Visited",NA,NA
"6/21/19","SR30N",2,"64","CNAT","Healthy","1/11/24","n","x","062024","Not_Visited",NA,NA
"6/21/19","SR30N",2,"64","CNAT","Healthy","1/11/24","n","x","082024","Not_Visited",NA,NA
"6/21/19","SR30N",2,"64","CNAT","Healthy","1/11/24","n","x","122024","Not_visited",NA,NA
"6/21/19","SR30N",2,"64","CNAT","Healthy","1/11/24","n","x","062025",NA,NA,NA
"10/13/19","SR30N",2,"65","PSTR","Healthy","9/26/23","n","x","062019","Healthy",NA,NA
"10/13/19","SR30N",2,"65","PSTR","Healthy","9/26/23","n","x","052022","Healthy",NA,NA
"10/13/19","SR30N",2,"65","PSTR","Healthy","9/26/23","n","x","122022","Healthy",NA,NA
"10/13/19","SR30N",2,"65","PSTR","Healthy","9/26/23","n","x","092023","Dead",NA,NA
"10/13/19","SR30N",2,"65","PSTR","Healthy","9/26/23","n","x","112023","Not_Visited",NA,NA
"10/13/19","SR30N",2,"65","PSTR","Healthy","9/26/23","n","x","122023","Not_Visited",NA,NA
"10/13/19","SR30N",2,"65","PSTR","Healthy","9/26/23","n","x","012024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"65","PSTR","Healthy","9/26/23","n","x","022024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"65","PSTR","Healthy","9/26/23","n","x","042024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"65","PSTR","Healthy","9/26/23","n","x","062024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"65","PSTR","Healthy","9/26/23","n","x","082024","Not_Visited",NA,NA
"10/13/19","SR30N",2,"65","PSTR","Healthy","9/26/23","n","x","122024","Not_visited",NA,NA
"10/13/19","SR30N",2,"65","PSTR","Healthy","9/26/23","n","x","062025",NA,NA,NA
"6/25/19","SR30N",2,"66","SSID","5/22/22","Diseased","n","help (012024 and 062024 conditions)","062019","Healthy",NA,NA
"6/25/19","SR30N",2,"66","SSID","5/22/22","Diseased","n","help (012024 and 062024 conditions)","052022","Diseased",NA,NA
"6/25/19","SR30N",2,"66","SSID","5/22/22","Diseased","n","help (012024 and 062024 conditions)","122022","Diseased",NA,NA
"6/25/19","SR30N",2,"66","SSID","5/22/22","Diseased","n","help (012024 and 062024 conditions)","092023","CLB","100%",NA
"6/25/19","SR30N",2,"66","SSID","5/22/22","Diseased","n","help (012024 and 062024 conditions)","112023","Not_Visited",NA,NA
"6/25/19","SR30N",2,"66","SSID","5/22/22","Diseased","n","help (012024 and 062024 conditions)","122023","Not_Visited",NA,NA
"6/25/19","SR30N",2,"66","SSID","5/22/22","Diseased","n","help (012024 and 062024 conditions)","012024","CLB","50%",NA
"6/25/19","SR30N",2,"66","SSID","5/22/22","Diseased","n","help (012024 and 062024 conditions)","022024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"66","SSID","5/22/22","Diseased","n","help (012024 and 062024 conditions)","042024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"66","SSID","5/22/22","Diseased","n","help (012024 and 062024 conditions)","062024","Diseased",NA,NA
"6/25/19","SR30N",2,"66","SSID","5/22/22","Diseased","n","help (012024 and 062024 conditions)","082024","Not_Visited",NA,NA
"6/25/19","SR30N",2,"66","SSID","5/22/22","Diseased","n","help (012024 and 062024 conditions)","122024","CLP","100%",NA
"6/25/19","SR30N",2,"66","SSID","5/22/22","Diseased","n","help (012024 and 062024 conditions)","062025","Diseased",NA,NA
"6/21/19","SR30N",2,"67","SSID","5/22/22","6/21/24","n","x","062019","Healthy",NA,NA
"6/21/19","SR30N",2,"67","SSID","5/22/22","6/21/24","n","x","052022","Diseased","10%",NA
"6/21/19","SR30N",2,"67","SSID","5/22/22","6/21/24","n","x","122022","Diseased",NA,NA
"6/21/19","SR30N",2,"67","SSID","5/22/22","6/21/24","n","x","092023","CLB","100%",NA
"6/21/19","SR30N",2,"67","SSID","5/22/22","6/21/24","n","x","112023","Not_Visited",NA,NA
"6/21/19","SR30N",2,"67","SSID","5/22/22","6/21/24","n","x","122023","Not_Visited",NA,NA
"6/21/19","SR30N",2,"67","SSID","5/22/22","6/21/24","n","x","012024","Not_Visited",NA,NA
"6/21/19","SR30N",2,"67","SSID","5/22/22","6/21/24","n","x","022024","Not_Visited",NA,NA
"6/21/19","SR30N",2,"67","SSID","5/22/22","6/21/24","n","x","042024","Not_Visited",NA,NA
"6/21/19","SR30N",2,"67","SSID","5/22/22","6/21/24","n","x","062024","Dead",NA,NA
"6/21/19","SR30N",2,"67","SSID","5/22/22","6/21/24","n","x","082024","Not_Visited",NA,NA
"6/21/19","SR30N",2,"67","SSID","5/22/22","6/21/24","n","x","122024","Not_visited",NA,NA
"6/21/19","SR30N",2,"67","SSID","5/22/22","6/21/24","n","x","062025",NA,NA,NA
"6/21/19","SR30N",2,"68","PAST","Healthy","Healthy","y","x","062019","Healthy",NA,NA
"6/21/19","SR30N",2,"68","PAST","Healthy","Healthy","y","x","052022","Healthy",NA,NA
"6/21/19","SR30N",2,"68","PAST","Healthy","Healthy","y","x","122022","Healthy",NA,NA
"6/21/19","SR30N",2,"68","PAST","Healthy","Healthy","y","x","092023","Healthy",NA,NA
"6/21/19","SR30N",2,"68","PAST","Healthy","Healthy","y","x","112023","Healthy",NA,NA
"6/21/19","SR30N",2,"68","PAST","Healthy","Healthy","y","x","122023","Healthy",NA,NA
"6/21/19","SR30N",2,"68","PAST","Healthy","Healthy","y","x","012024","Healthy",NA,NA
